,tweets,time,likes,no:rt
847,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:08:22,0,822
848,"Mon Apr 19 00:06:01 2021 (13:33)
USD : 56,413.51
Wght: 215,227
Blk#: 679,731
Size: 1,678.1
Txs : 1,589
Pool: 105,608 (70.2 MB)
#bitcoin",2021-04-18 22:07:22,0,0
849,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:06:33,0,822
850,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:06:16,0,315
851,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:05:42,0,315
852,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:05:40,0,822
853,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:05:35,0,822
854,"RT @BitSler: 💰End the Weekend Rich!

🥊BET ON #BOXING - Sat 17 Apr 22:00 GMT
Place your bet here ➡️https://t.co/NRgvGoF0bo

1️⃣Andrade, Deme…",2021-04-18 22:05:30,0,30
855,"RT @BitSler: Are gonna watch #Cricket 🏏this weekend?

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/OA0Gci6kMB

1️⃣Mumbai Indians - 1.…",2021-04-18 22:05:15,0,31
856,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:05:08,0,315
857,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:04:44,0,315
858,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:04:40,0,822
859,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:04:19,0,822
860,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:04:14,0,315
861,"The current price of bitcoin is $56,212.00. It has decreased by -7.465% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-18 22:03:49,0,0
862,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:03:39,0,822
863,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:03:34,0,315
864,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:02:52,0,822
865,"RT @BitSler: 👩‍🎤Sun 18 Apr 19:00 GMT - #DOTA2 🧚‍♀️

Time to make your prediction 🤑
https://t.co/dfyUitOAWi

1️⃣Evil Geniuses - 1.03
🏆WINNER…",2021-04-18 22:02:30,0,23
866,#Crypto prices | 6:00 PM | 4/18/21 https://t.co/t9zjm0h02K #Bitcoin #BTC $BTC #Ethereum #ETH #Tether #USDT… https://t.co/q7RQr3g76h,2021-04-18 22:02:08,0,0
867,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:01:58,0,822
868,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:01:52,0,822
869,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:01:43,0,822
870,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 22:01:18,0,80
871,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 22:01:09,0,822
872,"Top 5 Cryptocurrencies Prices

⬆️ $BTC: $56,315.70 | Bitcoin +1.04% 🚀
⬆️ $ETH: $2,220.57 | Ethereum +1.40% 🚀
⬆️… https://t.co/oZVCBUlfV8",2021-04-18 22:00:21,1,0
873,on the 04/18/2021 at 10:00 1BTC was worth $56271.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-18 22:00:18,0,0
874,1 BTC Price: Bitstamp 56399.98 USD #BTC #Bitcoin 2021-04-18 18:00 https://t.co/r08t7huVD7,2021-04-18 22:00:13,1,0
875,"Crypto highlights as of 2021-04-18 18:00:03:
#Bitcoin $56,127.21 -7.68% 🔻
#Ethereum  $2,206.54  -7.94% 🔻",2021-04-18 22:00:04,0,0
876,"If you invested your $1,400.00 stimulus check on 03/16/21 when #bitcoin was $55,805.70 your investment is now worth… https://t.co/WEdNyCDGZ9",2021-04-18 22:00:03,1,0
877,"The price of
Spaghetti alla Carbonara
is 19,494 Satoshis
or 0.00019494 BTC

1 BTC = 56,375.10 USD
1 USD = 1,774 Sat… https://t.co/DJ85lcE3yz",2021-04-18 22:00:02,0,0
878,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:59:39,0,822
879,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:59:28,0,822
880,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:58:41,0,315
881,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:58:34,0,822
882,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:57:48,0,315
883,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:57:45,0,315
884,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:57:40,0,822
885,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:57:33,0,80
886,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:56:50,0,315
887,"RT @BitSler: Are you also Fan of #Cricket 🏏?

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/iCLuMKLn4Q

1️⃣Delhi Capitals - 1.67
🏆WINN…",2021-04-18 21:55:44,0,32
888,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:55:12,0,822
889,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:54:57,0,315
890,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:54:23,0,822
891,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:53:36,0,822
892,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:52:58,0,822
893,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:52:56,0,822
894,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:52:26,0,822
895,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:51:38,0,822
896,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:49:33,0,315
897,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:49:29,0,822
898,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:49:19,0,822
899,"RT @BitSler: The #Cricket is BACK 🏏🏏🏏!

14:00 GMT #IPL 🏆
Place your bets now 👉

1️⃣Royal Challengers Bangalore - 1.8
🏆WINNER
2️⃣Sunrisers H…",2021-04-18 21:49:12,0,35
900,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:48:35,0,822
901,"“🔒Bitcoin Security: Unwrapping “Wrapped” Bitcoin” with @intangiblecoins, @bradmillscan, @barackomaba,… https://t.co/mYAxOJhd4d",2021-04-18 21:48:20,2,0
902,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:48:11,0,315
903,"RT @lastminutesnews: IA Q&amp;A: Bitcoin vs Bonds, BTC Price Manipulation, Robinhood, Palantir, How many BTC should I own?: IA Weekly Q&amp;A This…",2021-04-18 21:46:09,0,3
904,"RT @DailyUSANews: IA Q&amp;A: Bitcoin vs Bonds, BTC Price Manipulation, Robinhood, Palantir, How many BTC should I own?: IA Weekly Q&amp;A This wee…",2021-04-18 21:46:08,0,3
905,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:45:45,0,315
906,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:45:40,0,822
907,"RT @lastminutesnews: IA Q&amp;A: Bitcoin vs Bonds, BTC Price Manipulation, Robinhood, Palantir, How many BTC should I own?: IA Weekly Q&amp;A This…",2021-04-18 21:45:39,0,3
908,"RT @DailyUSANews: IA Q&amp;A: Bitcoin vs Bonds, BTC Price Manipulation, Robinhood, Palantir, How many BTC should I own?: IA Weekly Q&amp;A This wee…",2021-04-18 21:45:36,0,3
909,"RT @Jayecane: sent $1,063.00 to your bitcoin!!!!",2021-04-18 21:45:30,0,78
910,"RT @bricks_estate: #BricksestateAMAseries🎉🎉

We are pleased to have an #AMA with @Bafifinancee 🥰

⏰Time: 12:00pm April 19th UTC 

📍https://…",2021-04-18 21:45:23,0,14
911,"IA Q&amp;A: Bitcoin vs Bonds, BTC Price Manipulation, Robinhood, Palantir, How many BTC should I own?: IA Weekly Q&amp;A Th… https://t.co/Le41jauzLH",2021-04-18 21:45:10,0,3
912,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:45:10,0,822
913,"IA Q&amp;A: Bitcoin vs Bonds, BTC Price Manipulation, Robinhood, Palantir, How many BTC should I own?: IA Weekly Q&amp;A Th… https://t.co/CQz2lLnHjc",2021-04-18 21:45:10,0,3
914,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:45:09,0,822
915,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:43:34,0,822
916,"RT @MocktailSwap: Do you know? MocktailSwap haves it's own Launchpad 😍

The first token will be on sale today!

MOK Token - 17:00 UTC Tonig…",2021-04-18 21:42:14,0,18
917,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:42:07,0,315
918,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:41:37,0,822
919,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:43,0,315
920,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:42,0,822
921,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:33,0,315
922,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:31,0,315
923,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:15,0,822
924,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:03,0,822
925,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:40:03,0,822
926,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:39:54,0,822
927,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:39:32,0,822
928,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:37:54,0,822
929,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:37:33,0,822
930,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:37:15,0,822
931,"RT @bricks_estate: #BricksestateAMAseries🎉🎉

We are pleased to have an #AMA with @Bafifinancee 🥰

⏰Time: 12:00pm April 19th UTC 

📍https://…",2021-04-18 21:33:46,0,14
932,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:33:36,0,822
933,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:33:20,0,822
934,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:32:42,0,822
935,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:31:39,0,822
936,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:31:02,0,822
937,1 BTC Price: Bitstamp 56175.00 USD #BTC #Bitcoin 2021-04-18 17:30 https://t.co/DPy6lpxKWb,2021-04-18 21:30:16,2,0
938,"did he ever find the password to his account holding $245,00,00 Bitcoin? https://t.co/DXDJzfFTD1",2021-04-18 21:29:40,0,0
939,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:29:39,0,315
940,"RT @guydbennett: 🔥 TOXIC HAPPY HOUR 🔥

Join Pubby and Danish @Anders_ as we get to hang out with the incomparable pairing of @maxkeiser and…",2021-04-18 21:28:30,0,11
941,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:26:58,0,822
942,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:26:02,0,822
943,"RT @TheMaskInvestor: The forecast is calling for $1.00 with a chance of $5.00 records. 

Support has held remarkably well! 

LFG!!!! 🚀🌙🔥

#…",2021-04-18 21:25:05,0,3
944,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:24:22,0,822
945,"RT @TheMaskInvestor: The forecast is calling for $1.00 with a chance of $5.00 records. 

Support has held remarkably well! 

LFG!!!! 🚀🌙🔥

#…",2021-04-18 21:24:11,0,3
946,"The forecast is calling for $1.00 with a chance of $5.00 records. 

Support has held remarkably well! 

LFG!!!! 🚀🌙🔥… https://t.co/lMF6sFqSqZ",2021-04-18 21:23:44,17,3
947,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:23:05,0,822
948,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:22:48,0,822
949,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:22:47,0,822
950,"The liquidation just wiped enough money to end hunger for a year🤌🏼 if you have money 💰 to spare, invest for a bette… https://t.co/vag8VHuZux",2021-04-18 21:21:43,0,0
951,"1: Bitcoin price is $56097.89 (0.86% 1h)
2: Ethereum price is $2218.53 (1.45% 1h)
3: Binance Coin price is $471.84… https://t.co/1qWXiJmPvh",2021-04-18 21:20:28,0,0
952,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:20:05,0,822
953,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:19:49,0,822
954,"Watch Utopia S01/EP06 from minute 29:49 to 32:00.

What happens here might be exaggerated but still it's possible t… https://t.co/84KkmMT7OK",2021-04-18 21:19:35,1,0
955,"There's a place for crypto. It's not going anywhere. Can't wish it into a cornfield. What we have now, is an inside… https://t.co/NyeGaXwJuC",2021-04-18 21:19:20,0,0
956,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:19:03,0,80
957,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:17:37,0,80
958,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:16:21,0,822
959,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:15:45,0,80
960,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:15:34,0,822
961,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #SHIB @Shibtoken🚀 🚀 
- Trading pair: SHIB/USDT
- Trading time: 11:00 on Apr 16 (UTC+8)

🔹 🔹 M…",2021-04-18 21:15:10,0,132
962,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:15:10,0,822
963,"The current price of Bitcoin is $56289.00.
The current price of BCash is $937.56, or 0.01665619 BTC.
The current pr… https://t.co/wLkgCFOPai",2021-04-18 21:15:09,1,0
964,"RT @WuBlockchain: Breaking: Li Bo, deputy governor of the Central Bank of China, said that crypto assets such as Bitcoin should be used as…",2021-04-18 21:15:00,0,3772
965,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:13:42,0,80
966,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:13:18,0,822
967,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:13:15,0,822
968,"RT @POKKETOfficial: POKKET interest rate (APY) update Apr 18

1) Simple Savings (Lending):

$BTC 7.00%
$ETH 7.00%
with 14, 30, 90 day durat…",2021-04-18 21:13:02,0,1
969,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:11:17,0,822
970,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:11:11,0,822
971,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:10:15,0,80
972,"❗New Token With Real World Use
              🎂Coin'sBirthday🎂
        🚀🚀Launch  16/7  23:00🚀🚀
Website:… https://t.co/P5tmIMXBib",2021-04-18 21:10:04,2,0
973,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:09:59,0,822
974,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:09:48,0,822
975,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:09:36,0,822
976,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 21:09:18,0,80
977,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:08:06,0,822
978,"Get ready for the Best Farming Pools in Defi Market
Launching 21:00 UTC 18th April, 2021
Don't forget, Last chance… https://t.co/VI7NQr0zT4",2021-04-18 21:08:02,0,0
979,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:06:34,0,822
980,"RT @CryptoGulp: Top 5 Cryptocurrencies - Current Prices

Bitcoin $BTC: $56,188.56 ⬆️ +1.21% 🚀
Ethereum $ETH: $2,223.25 ⬆️ +2.45% 🚀🚀
Binance…",2021-04-18 21:05:45,0,1
981,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:05:08,0,822
982,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:04:55,0,315
983,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:04:47,0,822
984,"The current price of bitcoin is $56,362.00. It has decreased by -7.377% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-18 21:03:49,0,0
985,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:03:01,0,822
986,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:02:55,0,822
987,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:02:50,0,315
988,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:02:44,0,822
989,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:02:16,0,315
990,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:02:10,0,822
991,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:01:16,0,822
992,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:00:51,0,822
993,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 21:00:43,0,822
994,1 BTC Price: Bitstamp 56336.91 USD #BTC #Bitcoin 2021-04-18 17:00 https://t.co/LMLo2dm2cV,2021-04-18 21:00:34,2,0
995,"Top 5 Cryptocurrencies - Current Prices

Bitcoin $BTC: $56,188.56 ⬆️ +1.21% 🚀
Ethereum $ETH: $2,223.25 ⬆️ +2.45% 🚀🚀… https://t.co/7wRha6gpF9",2021-04-18 21:00:20,1,1
996,on the 04/18/2021 at 09:00 1BTC was worth $56100.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-18 21:00:12,0,0
997,"RT @bricks_estate: #BricksestateAMAseries🎉🎉

We are pleased to have an #AMA with @Bafifinancee 🥰

⏰Time: 12:00pm April 19th UTC 

📍https://…",2021-04-18 21:00:07,0,14
998,"Crypto highlights as of 2021-04-18 17:00:03:
#Bitcoin $56,459.78 -7.48% 🔻
#Ethereum  $2,228.53  -7.0% 🔻",2021-04-18 21:00:04,0,0
999,"The price of
Spaghetti alla Carbonara
is 19,534 Satoshis
or 0.00019534 BTC

1 BTC = 56,260.70 USD
1 USD = 1,777 Sat… https://t.co/MwVcIUKTRs",2021-04-18 21:00:02,0,0
1000,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-18 20:59:12,0,822
1001,"RT @BitSler: The #Cricket is BACK 🏏🏏🏏!

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/pMiLx1yqIK

1️⃣SPunjab Kings - 1.83
🏆WINNER
2️⃣R…",2021-04-18 20:58:58,0,48
1002,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-18 20:58:36,0,80
